Name,Rating,Region,Year
2012 Chateau Pedesclaux,88 ,"Pauillac, France",2012
2012 Echo de Lynch Bages Chateau Haut-Bages Averous,87 ,"Pauillac, France",2012
2012 Chateau Grand-Puy-Lacoste 'Lacoste-Borie',87 ,"Pauillac, France",2012
2012 Pastourelle de Clerc Milon,92 ,"Pauillac, France",2012
2012 Chateau Pedesclaux Fleur de Pedesclaux,87 ,"Pauillac, France",2012
2012 Chateau La Fleur Peyrabon,88 ,"Pauillac, France",2012
2012 Chateau Bellegrave,87 ,"Pauillac, France",2012
2012 Chateau la Fleur Haut Carras,90 ,"Pauillac, France",2012
2012 Chateau Behere,0,"Pauillac, France",2012
Chateau Mouton Rothschild,96 ,"Pauillac, France",2012
Chateau Lafite Rothschild,95 ,"Pauillac, France",2012
Chateau Latour,96 ,"Pauillac, France",2012
Chateau Pontet-Canet,95 ,"Pauillac, France",2012
Chateau Lynch-Bages,93 ,"Pauillac, France",2012
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2012
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2012
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2012
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2012
Chateau Duhart-Milon,91 ,"Pauillac, France",2012
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2012
2013 Chateau Mouton Rothschild,93 ,"Pauillac, France",2013
2013 Chateau Lafite Rothschild,92 ,"Pauillac, France",2013
2013 Chateau Latour,93 ,"Pauillac, France",2013
2013 Chateau Pontet-Canet,92 ,"Pauillac, France",2013
2013 Chateau Lynch-Bages,89 ,"Pauillac, France",2013
2013 Chateau Pichon Longueville Comtesse de Lalande,90 ,"Pauillac, France",2013
2013 Chateau Pichon-Longueville au Baron de Pichon-Longueville,91 ,"Pauillac, France",2013
2013 Chateau Grand-Puy-Lacoste,89 ,"Pauillac, France",2013
2013 Chateau Lafite Rothschild 'Carruades de Lafite',88 ,"Pauillac, France",2013
2013 Chateau Duhart-Milon,88 ,"Pauillac, France",2013
2013 Baron Philippe de Rothschild Chateau d'Armailhac,89 ,"Pauillac, France",2013
2013 Chateau Latour 'Les Forts de Latour',90 ,"Pauillac, France",2013
2013 Chateau Clerc-Milon,89 ,"Pauillac, France",2013
2013 Chateau Batailley Grand Cru,88 ,"Pauillac, France",2013
2013 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve',87 ,"Pauillac, France",2013
2013 Chateau Latour Le Pauillac de Latour,87 ,"Pauillac, France",2013
2013 Le Petit Mouton de Mouton Rothschild,89 ,"Pauillac, France",2013
2013 Chateau Lynch-Moussas,87 ,"Pauillac, France",2013
2013 Chateau Haut-Batailley,88 ,"Pauillac, France",2013
2013 Chateau Haut-Bages Liberal,88 ,"Pauillac, France",2013
2013 Chateau Grand-Puy Ducasse,87 ,"Pauillac, France",2013
2013 Chateau Pedesclaux,88 ,"Pauillac, France",2013
2013 Echo de Lynch Bages Chateau Haut-Bages Averous,85 ,"Pauillac, France",2013
2013 Chateau Pichon-Longueville 'Les Griffons de Pichon Baron',89 ,"Pauillac, France",2013
2013 Chateau Pichon-Longueville Baron Les Tourelles de Longueville,87 ,"Pauillac,  France",2013
2013 Chateau Grand-Puy-Lacoste 'Lacoste-Borie',86 ,"Pauillac, France",2013
2013 Chateau Croizet-Bages,86 ,"Pauillac, France",2013
2013 Chateau Duhart-Milon 'Moulin de Duhart',87 ,"Pauillac, France",2013
2013 Chateau Pibran,88 ,"Pauillac, France",2013
2013 Pastourelle de Clerc Milon,0,"Pauillac, France",2013
2013 Chateau Fonbadet,88 ,"Pauillac, France",2013
2013 Chateau Pedesclaux Fleur de Pedesclaux,89 ,"Pauillac, France",2013
2013 Chateau La Fleur Peyrabon,86 ,"Pauillac, France",2013
2013 Chateau Bellegrave,86 ,"Pauillac, France",2013
2013 Prelude a Grand-Puy Ducasse,86 ,"Pauillac, France",2013
2013 Chateau Haut de La Becade,0,"Pauillac, France",2013
2013 Chateau La Rose Pauillac,0,"Pauillac, France",2013
2013 La Chapelle de Bages,0,"Pauillac, France",2013
2013 Chateau Haut-Pauillac,0,"Pauillac, France",2013
2013 Le Pauilliac - La Chapelle - La Fleur de Haut-Bages Liberal,0,"Pauillac, France",2013
2013 Chateau Tour Sieujean Pauillac,0,France,2013
2013 Chateau Les Landes de Cach,0,"Pauillac, France",2013
2013 Chateau Grand-Puy Ducasse Dauphin,0,"Pauillac, France",2013
2013 Domaine Francois-Xavier Borie FXB Le Pauillac,0,"Bordeaux, France",2013
2013 Chateau Saint Mambert,0,"Pauillac, France",2013
Chateau Mouton Rothschild,96 ,"Pauillac, France",2013
Chateau Lafite Rothschild,95 ,"Pauillac, France",2013
Chateau Latour,96 ,"Pauillac, France",2013
Chateau Pontet-Canet,95 ,"Pauillac, France",2013
Chateau Lynch-Bages,93 ,"Pauillac, France",2013
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2013
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2013
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2013
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2013
Chateau Duhart-Milon,91 ,"Pauillac, France",2013
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2013
2014 Chateau Mouton Rothschild,96 ,"Pauillac, France",2014
2014 Chateau Lafite Rothschild,95 ,"Pauillac, France",2014
2014 Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2014
2014 Chateau Latour 'Les Forts de Latour',92 ,"Pauillac, France",2014
2014 Chateau Clerc-Milon,92 ,"Pauillac, France",2014
2014 Chateau Latour Le Pauillac de Latour,89 ,"Pauillac, France",2014
Chateau Mouton Rothschild,96 ,"Pauillac, France",2014
Chateau Lafite Rothschild,95 ,"Pauillac, France",2014
Chateau Latour,96 ,"Pauillac, France",2014
Chateau Pontet-Canet,95 ,"Pauillac, France",2014
Chateau Lynch-Bages,93 ,"Pauillac, France",2014
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2014
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2014
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2014
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2014
Chateau Duhart-Milon,91 ,"Pauillac, France",2014
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2014
Chateau Mouton Rothschild,96 ,"Pauillac, France",2015
Chateau Lafite Rothschild,95 ,"Pauillac, France",2015
Chateau Latour,96 ,"Pauillac, France",2015
Chateau Pontet-Canet,95 ,"Pauillac, France",2015
Chateau Lynch-Bages,93 ,"Pauillac, France",2015
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2015
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2015
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2015
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2015
Chateau Duhart-Milon,91 ,"Pauillac, France",2015
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2015
2016 Chateau Mouton Rothschild,98 ,"Pauillac, France",2016
2016 Chateau Lafite Rothschild,97 ,"Pauillac, France",2016
2016 Chateau Pontet-Canet,97 ,"Pauillac, France",2016
2016 Chateau Lynch-Bages,95 ,"Pauillac, France",2016
2016 Chateau Pichon Longueville Comtesse de Lalande,97 ,"Pauillac, France",2016
2016 Chateau Pichon-Longueville au Baron de Pichon-Longueville,96 ,"Pauillac, France",2016
2016 Chateau Grand-Puy-Lacoste,94 ,"Pauillac, France",2016
2016 Chateau Lafite Rothschild 'Carruades de Lafite',92 ,"Pauillac, France",2016
2016 Chateau Duhart-Milon,93 ,"Pauillac, France",2016
2016 Baron Philippe de Rothschild Chateau d'Armailhac,92 ,"Pauillac, France",2016
2016 Chateau Latour 'Les Forts de Latour',94 ,"Pauillac, France",2016
2016 Chateau Clerc-Milon,93 ,"Pauillac, France",2016
2016 Chateau Batailley Grand Cru,92 ,"Pauillac, France",2016
2016 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve',91 ,"Pauillac, France",2016
2016 Chateau Latour Le Pauillac de Latour,90 ,"Pauillac, France",2016
2016 Le Petit Mouton de Mouton Rothschild,93 ,"Pauillac, France",2016
2016 Chateau Lynch-Moussas,91 ,"Pauillac, France",2016
2016 Chateau Haut-Bages Liberal,91 ,"Pauillac, France",2016
2016 Chateau Grand-Puy Ducasse,91 ,"Pauillac, France",2016
2016 Chateau Pedesclaux,92 ,"Pauillac, France",2016
2016 Echo de Lynch Bages Chateau Haut-Bages Averous,90 ,"Pauillac, France",2016
2016 Chateau Pichon-Longueville 'Les Griffons de Pichon Baron',91 ,"Pauillac, France",2016
2016 Chateau Pichon-Longueville Baron Les Tourelles de Longueville,90 ,"Pauillac,  France",2016
2016 Chateau Grand-Puy-Lacoste 'Lacoste-Borie',89 ,"Pauillac, France",2016
2016 Chateau Croizet-Bages,89 ,"Pauillac, France",2016
2016 Chateau Duhart-Milon 'Moulin de Duhart',89 ,"Pauillac, France",2016
2016 Chateau Pibran,91 ,"Pauillac, France",2016
2016 Chateau Fonbadet,91 ,"Pauillac, France",2016
2016 Chateau Gaudin,0,"Pauillac, France",2016
2016 Chateau Pedesclaux Fleur de Pedesclaux,88 ,"Pauillac, France",2016
2016 Chateau La Fleur Peyrabon,90 ,"Pauillac, France",2016
2016 Domaines Barons de Rothschild Lafite Les Legendes R Pauillac,0,France,2016
2016 Chateau Bellegrave,89 ,"Pauillac, France",2016
2016 Chateau Plantey,88 ,"Pauillac, France",2016
2016 Chateau Haut-Bages Monpelou,89 ,"Pauillac, France",2016
2016 Chateau Pibran 'Tour Pibran',0,"Pauillac, France",2016
2016 Prelude a Grand-Puy Ducasse,90 ,"Pauillac, France",2016
2016 Chateau La Rose Pauillac,84 ,"Pauillac, France",2016
2016 La Chapelle de Bages,91 ,"Pauillac, France",2016
2016 Chateau Dauprat,92 ,"Pauillac, France",2016
2016 Le Pauilliac - La Chapelle - La Fleur de Haut-Bages Liberal,0,"Pauillac, France",2016
2016 Chateau Tour Sieujean Pauillac,89 ,France,2016
2016 Chateau Julia Pauillac,0,"Bordeaux, France",2016
Chateau Mouton Rothschild,96 ,"Pauillac, France",2016
Chateau Lafite Rothschild,95 ,"Pauillac, France",2016
Chateau Latour,96 ,"Pauillac, France",2016
Chateau Pontet-Canet,95 ,"Pauillac, France",2016
Chateau Lynch-Bages,93 ,"Pauillac, France",2016
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2016
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2016
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2016
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2016
Chateau Duhart-Milon,91 ,"Pauillac, France",2016
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2016
Chateau Mouton Rothschild,96 ,"Pauillac, France",2017
Chateau Lafite Rothschild,95 ,"Pauillac, France",2017
Chateau Latour,96 ,"Pauillac, France",2017
Chateau Pontet-Canet,95 ,"Pauillac, France",2017
Chateau Lynch-Bages,93 ,"Pauillac, France",2017
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2017
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2017
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2017
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2017
Chateau Duhart-Milon,91 ,"Pauillac, France",2017
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2017
2018 Chateau Mouton Rothschild,97 ,"Pauillac, France",2018
2018 Chateau Lafite Rothschild,97 ,"Pauillac, France",2018
2018 Chateau Pontet-Canet,97 ,"Pauillac, France",2018
2018 Chateau Lynch-Bages,95 ,"Pauillac, France",2018
2018 Chateau Pichon Longueville Comtesse de Lalande,96 ,"Pauillac, France",2018
2018 Chateau Pichon-Longueville au Baron de Pichon-Longueville,96 ,"Pauillac, France",2018
2018 Chateau Grand-Puy-Lacoste,93 ,"Pauillac, France",2018
2018 Chateau Lafite Rothschild 'Carruades de Lafite',93 ,"Pauillac, France",2018
2018 Chateau Duhart-Milon,93 ,"Pauillac, France",2018
2018 Baron Philippe de Rothschild Chateau d'Armailhac,92 ,"Pauillac, France",2018
2018 Chateau Clerc-Milon,94 ,"Pauillac, France",2018
2018 Chateau Batailley Grand Cru,93 ,"Pauillac, France",2018
2018 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve',91 ,"Pauillac, France",2018
2018 Le Petit Mouton de Mouton Rothschild,93 ,"Pauillac, France",2018
2018 Chateau Lynch-Moussas,91 ,"Pauillac, France",2018
2018 Chateau Haut-Batailley,93 ,"Pauillac, France",2018
2018 Chateau Haut-Bages Liberal,92 ,"Pauillac, France",2018
2018 Chateau Grand-Puy Ducasse,91 ,"Pauillac, France",2018
2018 Chateau Pedesclaux,92 ,"Pauillac, France",2018
2018 Echo de Lynch Bages Chateau Haut-Bages Averous,89 ,"Pauillac, France",2018
2018 Chateau Pichon-Longueville 'Les Griffons de Pichon Baron',91 ,"Pauillac, France",2018
2018 Chateau Grand-Puy-Lacoste 'Lacoste-Borie',89 ,"Pauillac, France",2018
2018 Chateau Croizet-Bages,90 ,"Pauillac, France",2018
2018 Chateau Duhart-Milon 'Moulin de Duhart',89 ,"Pauillac, France",2018
2018 Chateau Pibran,91 ,"Pauillac, France",2018
2018 Chateau Fonbadet,90 ,"Pauillac, France",2018
2018 Chateau Pedesclaux Fleur de Pedesclaux,90 ,"Pauillac, France",2018
2018 Chateau La Fleur Peyrabon,90 ,"Pauillac, France",2018
2018 Domaines Barons de Rothschild Lafite Les Legendes R Pauillac,0,France,2018
2018 Chateau Bellegrave,90 ,"Pauillac, France",2018
2018 Chateau Plantey,89 ,"Pauillac, France",2018
2018 Chateau Haut-Bages Monpelou,89 ,"Pauillac, France",2018
2018 Chateau Haut de La Becade,90 ,"Pauillac, France",2018
2018 La Chapelle de Bages,90 ,"Pauillac, France",2018
2018 Chateau Haut-Batailley Verso,90 ,"Pauillac, France",2018
2018 Chateau Tour Sieujean Pauillac,89 ,France,2018
2018 Chateau Batailley 'Pauillac de Batailley',89 ,"Bordeaux, France",2018
2018 Domaine Les Sadons,88 ,"Pauillac, France",2018
2018 L'Harmonie de Fonbadet,0,"Pauillac, France",2018
2018 Chateau Julia Pauillac,92 ,"Bordeaux, France",2018
2018 Chateau La Fon du Berger,0,"Pauillac, France",2018
Chateau Mouton Rothschild,96 ,"Pauillac, France",2018
Chateau Lafite Rothschild,95 ,"Pauillac, France",2018
Chateau Latour,96 ,"Pauillac, France",2018
Chateau Pontet-Canet,95 ,"Pauillac, France",2018
Chateau Lynch-Bages,93 ,"Pauillac, France",2018
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2018
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2018
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2018
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2018
Chateau Duhart-Milon,91 ,"Pauillac, France",2018
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2018
2019 Chateau Mouton Rothschild,98 ,"Pauillac, France",2019
2019 Chateau Lafite Rothschild,97 ,"Pauillac, France",2019
2019 Chateau Pontet-Canet,96 ,"Pauillac, France",2019
2019 Chateau Lynch-Bages,95 ,"Pauillac, France",2019
2019 Chateau Pichon Longueville Comtesse de Lalande,97 ,"Pauillac, France",2019
2019 Chateau Pichon-Longueville au Baron de Pichon-Longueville,96 ,"Pauillac, France",2019
2019 Chateau Grand-Puy-Lacoste,94 ,"Pauillac, France",2019
2019 Chateau Lafite Rothschild 'Carruades de Lafite',92 ,"Pauillac, France",2019
2019 Chateau Duhart-Milon,92 ,"Pauillac, France",2019
2019 Baron Philippe de Rothschild Chateau d'Armailhac,93 ,"Pauillac, France",2019
2019 Chateau Clerc-Milon,94 ,"Pauillac, France",2019
2019 Chateau Batailley Grand Cru,93 ,"Pauillac, France",2019
2019 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve',91 ,"Pauillac, France",2019
2019 Le Petit Mouton de Mouton Rothschild,93 ,"Pauillac, France",2019
2019 Chateau Lynch-Moussas,91 ,"Pauillac, France",2019
2019 Chateau Haut-Batailley,93 ,"Pauillac, France",2019
2019 Chateau Haut-Bages Liberal,92 ,"Pauillac, France",2019
2019 Chateau Grand-Puy Ducasse,92 ,"Pauillac, France",2019
2019 Chateau Pedesclaux,93 ,"Pauillac, France",2019
2019 Echo de Lynch Bages Chateau Haut-Bages Averous,92 ,"Pauillac, France",2019
2019 Chateau Grand-Puy-Lacoste 'Lacoste-Borie',89 ,"Pauillac, France",2019
2019 Chateau Croizet-Bages,90 ,"Pauillac, France",2019
2019 Chateau Duhart-Milon 'Moulin de Duhart',88 ,"Pauillac, France",2019
2019 Chateau Fonbadet,92 ,"Pauillac, France",2019
2019 Chateau Pedesclaux Fleur de Pedesclaux,89 ,"Pauillac, France",2019
2019 Chateau La Fleur Peyrabon,89 ,"Pauillac, France",2019
2019 Chateau Bellegrave,89 ,"Pauillac, France",2019
2019 Chateau Haut-Bages Monpelou,88 ,"Pauillac, France",2019
2019 Chateau Haut-Batailley Verso,89 ,"Pauillac, France",2019
2019 Domaine Les Sadons,85 ,"Pauillac, France",2019
2019 Pavillon de la Reine,89 ,"Pauillac, France",2019
2019 Chateau Julia Pauillac,87 ,"Bordeaux, France",2019
Chateau Mouton Rothschild,96 ,"Pauillac, France",2019
Chateau Lafite Rothschild,95 ,"Pauillac, France",2019
Chateau Latour,96 ,"Pauillac, France",2019
Chateau Pontet-Canet,95 ,"Pauillac, France",2019
Chateau Lynch-Bages,93 ,"Pauillac, France",2019
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2019
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2019
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2019
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2019
Chateau Duhart-Milon,91 ,"Pauillac, France",2019
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2019
2020 Chateau Mouton Rothschild,97 ,"Pauillac, France",2020
2020 Pastourelle de Clerc Milon,90 ,"Pauillac, France",2020
Chateau Mouton Rothschild,96 ,"Pauillac, France",2020
Chateau Lafite Rothschild,95 ,"Pauillac, France",2020
Chateau Latour,96 ,"Pauillac, France",2020
Chateau Pontet-Canet,95 ,"Pauillac, France",2020
Chateau Lynch-Bages,93 ,"Pauillac, France",2020
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2020
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2020
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2020
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2020
Chateau Duhart-Milon,91 ,"Pauillac, France",2020
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2020
2021 Chateau Mouton Rothschild,95 ,"Pauillac, France",2021
2021 Chateau Lafite Rothschild,95 ,"Pauillac, France",2021
2021 Chateau Pontet-Canet,93 ,"Pauillac, France",2021
2021 Chateau Lynch-Bages,94 ,"Pauillac, France",2021
2021 Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2021
2021 Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2021
2021 Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2021
2021 Chateau Lafite Rothschild 'Carruades de Lafite',90 ,"Pauillac, France",2021
2021 Chateau Duhart-Milon,90 ,"Pauillac, France",2021
2021 Baron Philippe de Rothschild Chateau d'Armailhac,90 ,"Pauillac, France",2021
2021 Chateau Clerc-Milon,92 ,"Pauillac, France",2021
2021 Chateau Batailley Grand Cru,91 ,"Pauillac, France",2021
2021 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve',89 ,"Pauillac, France",2021
2021 Le Petit Mouton de Mouton Rothschild,90 ,"Pauillac, France",2021
2021 Chateau Lynch-Moussas,89 ,"Pauillac, France",2021
2021 Chateau Haut-Batailley,90 ,"Pauillac, France",2021
2021 Chateau Haut-Bages Liberal,91 ,"Pauillac, France",2021
2021 Chateau Grand-Puy Ducasse,90 ,"Pauillac, France",2021
2021 Chateau Pedesclaux,90 ,"Pauillac, France",2021
2021 Echo de Lynch Bages Chateau Haut-Bages Averous,89 ,"Pauillac, France",2021
2021 Chateau Pichon-Longueville 'Les Griffons de Pichon Baron',89 ,"Pauillac, France",2021
2021 Chateau Pichon-Longueville Baron Les Tourelles de Longueville,87 ,"Pauillac,  France",2021
2021 Chateau Grand-Puy-Lacoste 'Lacoste-Borie',87 ,"Pauillac, France",2021
2021 Chateau Croizet-Bages,88 ,"Pauillac, France",2021
2021 Chateau Duhart-Milon 'Moulin de Duhart',86 ,"Pauillac, France",2021
2021 Chateau Pibran,90 ,"Pauillac, France",2021
2021 Pastourelle de Clerc Milon,87 ,"Pauillac, France",2021
2021 Chateau Fonbadet,87 ,"Pauillac, France",2021
2021 Chateau La Fleur Peyrabon,0,"Pauillac, France",2021
2021 Chateau Bellegrave,87 ,"Pauillac, France",2021
2021 Chateau Grand-Puy-Lacoste Caisse Variation,0,"Pauillac, France",2021
2021 Chateau Julia Pauillac,0,"Bordeaux, France",2021
2021 Chateau Grand-Puy-Lacoste 'Lacoste-Borie' Caisse Variation,0,"Pauillac, France",2021
Chateau Mouton Rothschild,96 ,"Pauillac, France",2021
Chateau Lafite Rothschild,95 ,"Pauillac, France",2021
Chateau Latour,96 ,"Pauillac, France",2021
Chateau Pontet-Canet,95 ,"Pauillac, France",2021
Chateau Lynch-Bages,93 ,"Pauillac, France",2021
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",2021
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",2021
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",2021
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",2021
Chateau Duhart-Milon,91 ,"Pauillac, France",2021
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",2021
