Name,Rating,Region,Year
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1964
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1964
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1964
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1964
Chateau Duhart-Milon,91 ,"Pauillac, France",1964
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1964
1965 Chateau Mouton Rothschild,76 ,"Pauillac, France",1965
1965 Chateau Lafite Rothschild,81 ,"Pauillac, France",1965
1965 Chateau Latour,93 ,"Pauillac, France",1965
1965 Chateau Pichon Longueville Comtesse de Lalande,0,"Pauillac, France",1965
Chateau Mouton Rothschild,96 ,"Pauillac, France",1965
Chateau Lafite Rothschild,95 ,"Pauillac, France",1965
Chateau Latour,96 ,"Pauillac, France",1965
Chateau Pontet-Canet,95 ,"Pauillac, France",1965
Chateau Lynch-Bages,93 ,"Pauillac, France",1965
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1965
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1965
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1965
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1965
Chateau Duhart-Milon,91 ,"Pauillac, France",1965
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1965
Chateau Mouton Rothschild,96 ,"Pauillac, France",1966
Chateau Lafite Rothschild,95 ,"Pauillac, France",1966
Chateau Latour,96 ,"Pauillac, France",1966
Chateau Pontet-Canet,95 ,"Pauillac, France",1966
Chateau Lynch-Bages,93 ,"Pauillac, France",1966
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1966
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1966
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1966
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1966
Chateau Duhart-Milon,91 ,"Pauillac, France",1966
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1966
Chateau Mouton Rothschild,96 ,"Pauillac, France",1967
Chateau Lafite Rothschild,95 ,"Pauillac, France",1967
Chateau Latour,96 ,"Pauillac, France",1967
Chateau Pontet-Canet,95 ,"Pauillac, France",1967
Chateau Lynch-Bages,93 ,"Pauillac, France",1967
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1967
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1967
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1967
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1967
Chateau Duhart-Milon,91 ,"Pauillac, France",1967
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1967
Chateau Mouton Rothschild,96 ,"Pauillac, France",1968
Chateau Lafite Rothschild,95 ,"Pauillac, France",1968
Chateau Latour,96 ,"Pauillac, France",1968
Chateau Pontet-Canet,95 ,"Pauillac, France",1968
Chateau Lynch-Bages,93 ,"Pauillac, France",1968
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1968
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1968
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1968
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1968
Chateau Duhart-Milon,91 ,"Pauillac, France",1968
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1968
1969 Chateau Mouton Rothschild,81 ,"Pauillac, France",1969
1969 Chateau Lafite Rothschild,93 ,"Pauillac, France",1969
1969 Chateau Latour,88 ,"Pauillac, France",1969
1969 Chateau Lynch-Bages,0,"Pauillac, France",1969
1969 Chateau Pichon Longueville Comtesse de Lalande,0,"Pauillac, France",1969
1969 Chateau Grand-Puy-Lacoste,0,"Pauillac, France",1969
1969 Baron Philippe de Rothschild Chateau d'Armailhac,0,"Pauillac, France",1969
1969 Chateau Batailley Grand Cru,0,"Pauillac, France",1969
1969 Chateau Pibran,0,"Pauillac, France",1969
1969 Chateau La Becasse,0,"Pauillac, France",1969
Chateau Mouton Rothschild,96 ,"Pauillac, France",1969
Chateau Lafite Rothschild,95 ,"Pauillac, France",1969
Chateau Latour,96 ,"Pauillac, France",1969
Chateau Pontet-Canet,95 ,"Pauillac, France",1969
Chateau Lynch-Bages,93 ,"Pauillac, France",1969
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1969
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1969
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1969
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1969
Chateau Duhart-Milon,91 ,"Pauillac, France",1969
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1969
1970 Chateau Mouton Rothschild,91 ,"Pauillac, France",1970
1970 Chateau Lafite Rothschild,87 ,"Pauillac, France",1970
1970 Chateau Latour,94 ,"Pauillac, France",1970
1970 Chateau Pontet-Canet,82 ,"Pauillac, France",1970
1970 Chateau Lynch-Bages,91 ,"Pauillac, France",1970
1970 Chateau Pichon Longueville Comtesse de Lalande,88 ,"Pauillac, France",1970
1970 Chateau Pichon-Longueville au Baron de Pichon-Longueville,90 ,"Pauillac, France",1970
1970 Chateau Grand-Puy-Lacoste,89 ,"Pauillac, France",1970
1970 Chateau Duhart-Milon,90 ,"Pauillac, France",1970
1970 Baron Philippe de Rothschild Chateau d'Armailhac,90 ,"Pauillac, France",1970
1970 Chateau Latour 'Les Forts de Latour',90 ,"Pauillac, France",1970
1970 Chateau Haut-Batailley,89 ,"Pauillac, France",1970
1970 Chateau Croizet-Bages,89 ,"Pauillac, France",1970
1970 Chateau Pibran,0,"Pauillac, France",1970
1970 Chateau Fonbadet,87 ,"Pauillac, France",1970
1970 Chateau La Rose Pauillac,0,"Pauillac, France",1970
1970 Baron Philippe de Rothschild Chateau La Fleur Milon,0,"Pauillac, France",1970
1970 Baron Philippe de Rothschild La Bergerie 'Grand Vin du Prelat',0,"Pauillac, France",1970
Chateau Mouton Rothschild,96 ,"Pauillac, France",1970
Chateau Lafite Rothschild,95 ,"Pauillac, France",1970
Chateau Latour,96 ,"Pauillac, France",1970
Chateau Pontet-Canet,95 ,"Pauillac, France",1970
Chateau Lynch-Bages,93 ,"Pauillac, France",1970
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1970
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1970
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1970
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1970
Chateau Duhart-Milon,91 ,"Pauillac, France",1970
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1970
Chateau Mouton Rothschild,96 ,"Pauillac, France",1971
Chateau Lafite Rothschild,95 ,"Pauillac, France",1971
Chateau Latour,96 ,"Pauillac, France",1971
Chateau Pontet-Canet,95 ,"Pauillac, France",1971
Chateau Lynch-Bages,93 ,"Pauillac, France",1971
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1971
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1971
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1971
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1971
Chateau Duhart-Milon,91 ,"Pauillac, France",1971
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1971
1972 Chateau Mouton Rothschild,77 ,"Pauillac, France",1972
1972 Chateau Lafite Rothschild,86 ,"Pauillac, France",1972
1972 Chateau Batailley Grand Cru,0,"Pauillac, France",1972
Chateau Mouton Rothschild,96 ,"Pauillac, France",1972
Chateau Lafite Rothschild,95 ,"Pauillac, France",1972
Chateau Latour,96 ,"Pauillac, France",1972
Chateau Pontet-Canet,95 ,"Pauillac, France",1972
Chateau Lynch-Bages,93 ,"Pauillac, France",1972
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1972
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1972
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1972
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1972
Chateau Duhart-Milon,91 ,"Pauillac, France",1972
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1972
1973 Chateau Mouton Rothschild,82 ,"Pauillac, France",1973
1973 Chateau Lafite Rothschild,90 ,"Pauillac, France",1973
1973 Chateau Latour,91 ,"Pauillac, France",1973
1973 Chateau Lynch-Bages,84 ,"Pauillac, France",1973
1973 Chateau Pichon Longueville Comtesse de Lalande,87 ,"Pauillac, France",1973
1973 Chateau Pichon-Longueville au Baron de Pichon-Longueville,91 ,"Pauillac, France",1973
1973 Chateau Grand-Puy-Lacoste,0,"Pauillac, France",1973
1973 Chateau Duhart-Milon,89 ,"Pauillac, France",1973
1973 Chateau Latour 'Les Forts de Latour',88 ,"Pauillac, France",1973
1973 Chateau Clerc-Milon,0,"Pauillac, France",1973
1973 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve',0,"Pauillac, France",1973
1973 Chateau Haut-Bages Liberal,0,"Pauillac, France",1973
1973 Chateau Grand-Puy Ducasse,0,"Pauillac, France",1973
1973 Chateau Croizet-Bages,0,"Pauillac, France",1973
1973 Chateau La Rose Pauillac,0,"Pauillac, France",1973
Chateau Mouton Rothschild,96 ,"Pauillac, France",1973
Chateau Lafite Rothschild,95 ,"Pauillac, France",1973
Chateau Latour,96 ,"Pauillac, France",1973
Chateau Pontet-Canet,95 ,"Pauillac, France",1973
Chateau Lynch-Bages,93 ,"Pauillac, France",1973
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1973
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1973
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1973
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1973
Chateau Duhart-Milon,91 ,"Pauillac, France",1973
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1973
1974 Chateau Mouton Rothschild,86 ,"Pauillac, France",1974
1974 Chateau Lafite Rothschild,92 ,"Pauillac, France",1974
1974 Chateau Latour,94 ,"Pauillac, France",1974
1974 Chateau Pichon Longueville Comtesse de Lalande,0,"Pauillac, France",1974
1974 Chateau Lafite Rothschild 'Carruades de Lafite',0,"Pauillac, France",1974
1974 Baron Philippe de Rothschild Chateau d'Armailhac,0,"Pauillac, France",1974
1974 Chateau Clerc-Milon,0,"Pauillac, France",1974
Chateau Mouton Rothschild,96 ,"Pauillac, France",1974
Chateau Lafite Rothschild,95 ,"Pauillac, France",1974
Chateau Latour,96 ,"Pauillac, France",1974
Chateau Pontet-Canet,95 ,"Pauillac, France",1974
Chateau Lynch-Bages,93 ,"Pauillac, France",1974
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1974
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1974
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1974
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1974
Chateau Duhart-Milon,91 ,"Pauillac, France",1974
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1974
1975 Chateau Mouton Rothschild,89 ,"Pauillac, France",1975
1975 Chateau Lafite Rothschild,91 ,"Pauillac, France",1975
1975 Chateau Latour,92 ,"Pauillac, France",1975
1975 Chateau Pontet-Canet,87 ,"Pauillac, France",1975
1975 Chateau Lynch-Bages,88 ,"Pauillac, France",1975
1975 Chateau Pichon Longueville Comtesse de Lalande,89 ,"Pauillac, France",1975
1975 Chateau Pichon-Longueville au Baron de Pichon-Longueville,90 ,"Pauillac, France",1975
1975 Chateau Grand-Puy-Lacoste,87 ,"Pauillac, France",1975
1975 Baron Philippe de Rothschild Chateau d'Armailhac,0,"Pauillac, France",1975
1975 Chateau Latour 'Les Forts de Latour',90 ,"Pauillac, France",1975
1975 Chateau Batailley Grand Cru,87 ,"Pauillac, France",1975
1975 Chateau Lynch-Moussas,0,"Pauillac, France",1975
1975 Chateau Haut-Batailley,89 ,"Pauillac, France",1975
1975 Chateau Haut-Bages Liberal,89 ,"Pauillac, France",1975
1975 Chateau Grand-Puy Ducasse,84 ,"Pauillac, France",1975
1975 Chateau Croizet-Bages,0,"Pauillac, France",1975
1975 Chateau Pibran,0,"Pauillac, France",1975
1975 Chateau La Rose Pauillac,0,"Pauillac, France",1975
Chateau Mouton Rothschild,96 ,"Pauillac, France",1975
Chateau Lafite Rothschild,95 ,"Pauillac, France",1975
Chateau Latour,96 ,"Pauillac, France",1975
Chateau Pontet-Canet,95 ,"Pauillac, France",1975
Chateau Lynch-Bages,93 ,"Pauillac, France",1975
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1975
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1975
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1975
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1975
Chateau Duhart-Milon,91 ,"Pauillac, France",1975
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1975
Chateau Mouton Rothschild,96 ,"Pauillac, France",1976
Chateau Lafite Rothschild,95 ,"Pauillac, France",1976
Chateau Latour,96 ,"Pauillac, France",1976
Chateau Pontet-Canet,95 ,"Pauillac, France",1976
Chateau Lynch-Bages,93 ,"Pauillac, France",1976
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1976
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1976
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1976
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1976
Chateau Duhart-Milon,91 ,"Pauillac, France",1976
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1976
1977 Chateau Mouton Rothschild,85 ,"Pauillac, France",1977
1977 Chateau Lafite Rothschild,91 ,"Pauillac, France",1977
1977 Chateau Latour,87 ,"Pauillac, France",1977
1977 Chateau Duhart-Milon,0,"Pauillac, France",1977
Chateau Mouton Rothschild,96 ,"Pauillac, France",1977
Chateau Lafite Rothschild,95 ,"Pauillac, France",1977
Chateau Latour,96 ,"Pauillac, France",1977
Chateau Pontet-Canet,95 ,"Pauillac, France",1977
Chateau Lynch-Bages,93 ,"Pauillac, France",1977
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1977
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1977
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1977
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1977
Chateau Duhart-Milon,91 ,"Pauillac, France",1977
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1977
1978 Chateau Mouton Rothschild,88 ,"Pauillac, France",1978
1978 Chateau Latour,92 ,"Pauillac, France",1978
1978 Chateau Pontet-Canet,89 ,"Pauillac, France",1978
1978 Baron Philippe de Rothschild Chateau d'Armailhac,90 ,"Pauillac, France",1978
1978 Chateau Latour 'Les Forts de Latour',90 ,"Pauillac, France",1978
1978 Chateau Clerc-Milon,92 ,"Pauillac, France",1978
1978 Chateau Haut-Batailley,92 ,"Pauillac, France",1978
1978 Chateau Grand-Puy Ducasse,89 ,"Pauillac, France",1978
1978 Chateau Fonbadet,86 ,"Pauillac, France",1978
1978 Chateau Plantey,0,"Pauillac, France",1978
1978 Baron Philippe de Rothschild La Bergerie 'Grand Vin du Prelat',0,"Pauillac, France",1978
Chateau Mouton Rothschild,96 ,"Pauillac, France",1978
Chateau Lafite Rothschild,95 ,"Pauillac, France",1978
Chateau Latour,96 ,"Pauillac, France",1978
Chateau Pontet-Canet,95 ,"Pauillac, France",1978
Chateau Lynch-Bages,93 ,"Pauillac, France",1978
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1978
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1978
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1978
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1978
Chateau Duhart-Milon,91 ,"Pauillac, France",1978
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1978
1979 Chateau Mouton Rothschild,84 ,"Pauillac, France",1979
1979 Chateau Lafite Rothschild,89 ,"Pauillac, France",1979
1979 Chateau Latour,89 ,"Pauillac, France",1979
1979 Chateau Pontet-Canet,89 ,"Pauillac, France",1979
1979 Chateau Lynch-Bages,80 ,"Pauillac, France",1979
1979 Chateau Pichon-Longueville au Baron de Pichon-Longueville,88 ,"Pauillac, France",1979
1979 Chateau Lafite Rothschild 'Carruades de Lafite',0,"Pauillac, France",1979
1979 Chateau Latour 'Les Forts de Latour',90 ,"Pauillac, France",1979
1979 Chateau Batailley Grand Cru,89 ,"Pauillac, France",1979
1979 Chateau Croizet-Bages,83 ,"Pauillac, France",1979
1979 Chateau Montgrand-Milon,0,"Pauillac, France",1979
Chateau Mouton Rothschild,96 ,"Pauillac, France",1979
Chateau Lafite Rothschild,95 ,"Pauillac, France",1979
Chateau Latour,96 ,"Pauillac, France",1979
Chateau Pontet-Canet,95 ,"Pauillac, France",1979
Chateau Lynch-Bages,93 ,"Pauillac, France",1979
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1979
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1979
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1979
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1979
Chateau Duhart-Milon,91 ,"Pauillac, France",1979
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1979
Chateau Mouton Rothschild,96 ,"Pauillac, France",1980
Chateau Lafite Rothschild,95 ,"Pauillac, France",1980
Chateau Latour,96 ,"Pauillac, France",1980
Chateau Pontet-Canet,95 ,"Pauillac, France",1980
Chateau Lynch-Bages,93 ,"Pauillac, France",1980
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1980
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1980
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1980
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1980
Chateau Duhart-Milon,91 ,"Pauillac, France",1980
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1980
Chateau Mouton Rothschild,96 ,"Pauillac, France",1981
Chateau Lafite Rothschild,95 ,"Pauillac, France",1981
Chateau Latour,96 ,"Pauillac, France",1981
Chateau Pontet-Canet,95 ,"Pauillac, France",1981
Chateau Lynch-Bages,93 ,"Pauillac, France",1981
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1981
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1981
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1981
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1981
Chateau Duhart-Milon,91 ,"Pauillac, France",1981
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1981
1982 Chateau Mouton Rothschild,97 ,"Pauillac, France",1982
1982 Chateau Pichon Longueville Comtesse de Lalande,96 ,"Pauillac, France",1982
Chateau Mouton Rothschild,96 ,"Pauillac, France",1982
Chateau Lafite Rothschild,95 ,"Pauillac, France",1982
Chateau Latour,96 ,"Pauillac, France",1982
Chateau Pontet-Canet,95 ,"Pauillac, France",1982
Chateau Lynch-Bages,93 ,"Pauillac, France",1982
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1982
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1982
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1982
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1982
Chateau Duhart-Milon,91 ,"Pauillac, France",1982
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1982
1983 Chateau Mouton Rothschild,91 ,"Pauillac, France",1983
1983 Chateau Lafite Rothschild,91 ,"Pauillac, France",1983
1983 Chateau Latour,90 ,"Pauillac, France",1983
1983 Chateau Lynch-Bages,88 ,"Pauillac, France",1983
1983 Chateau Pichon Longueville Comtesse de Lalande,92 ,"Pauillac, France",1983
1983 Chateau Pichon-Longueville au Baron de Pichon-Longueville,86 ,"Pauillac, France",1983
1983 Chateau Lafite Rothschild 'Carruades de Lafite',0,"Pauillac, France",1983
1983 Chateau Duhart-Milon,86 ,"Pauillac, France",1983
1983 Baron Philippe de Rothschild Chateau d'Armailhac,87 ,"Pauillac, France",1983
1983 Chateau Latour 'Les Forts de Latour',86 ,"Pauillac, France",1983
1983 Chateau Batailley Grand Cru,88 ,"Pauillac, France",1983
1983 Chateau Haut-Batailley,86 ,"Pauillac, France",1983
1983 Chateau Haut-Bages Liberal,88 ,"Pauillac, France",1983
1983 Chateau Grand-Puy Ducasse,0,"Pauillac, France",1983
1983 Chateau Pedesclaux,0,"Pauillac, France",1983
1983 Baron Philippe de Rothschild Chateau La Fleur Milon,0,"Pauillac, France",1983
Chateau Mouton Rothschild,96 ,"Pauillac, France",1983
Chateau Lafite Rothschild,95 ,"Pauillac, France",1983
Chateau Latour,96 ,"Pauillac, France",1983
Chateau Pontet-Canet,95 ,"Pauillac, France",1983
Chateau Lynch-Bages,93 ,"Pauillac, France",1983
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1983
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1983
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1983
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1983
Chateau Duhart-Milon,91 ,"Pauillac, France",1983
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1983
1984 Chateau Mouton Rothschild,87 ,"Pauillac, France",1984
1984 Chateau Lafite Rothschild,87 ,"Pauillac, France",1984
1984 Chateau Latour,86 ,"Pauillac, France",1984
1984 Chateau Lynch-Bages,85 ,"Pauillac, France",1984
1984 Chateau Pichon Longueville Comtesse de Lalande,87 ,"Pauillac, France",1984
1984 Chateau Pichon-Longueville au Baron de Pichon-Longueville,87 ,"Pauillac, France",1984
1984 Chateau Grand-Puy-Lacoste,85 ,"Pauillac, France",1984
1984 Chateau Duhart-Milon,89 ,"Pauillac, France",1984
1984 Chateau Latour 'Les Forts de Latour',0,"Pauillac, France",1984
1984 Chateau Clerc-Milon,0,"Pauillac, France",1984
1984 Chateau Batailley Grand Cru,0,"Pauillac, France",1984
1984 Chateau Haut-Bages Liberal,0,"Pauillac, France",1984
1984 Chateau Pedesclaux,0,"Pauillac, France",1984
1984 Echo de Lynch Bages Chateau Haut-Bages Averous,0,"Pauillac, France",1984
1984 Chateau Grand-Puy-Lacoste 'Lacoste-Borie',0,"Pauillac, France",1984
1984 Chateau Pibran,0,"Pauillac, France",1984
Chateau Mouton Rothschild,96 ,"Pauillac, France",1984
Chateau Lafite Rothschild,95 ,"Pauillac, France",1984
Chateau Latour,96 ,"Pauillac, France",1984
Chateau Pontet-Canet,95 ,"Pauillac, France",1984
Chateau Lynch-Bages,93 ,"Pauillac, France",1984
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1984
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1984
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1984
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1984
Chateau Duhart-Milon,91 ,"Pauillac, France",1984
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1984
1985 Chateau Lafite Rothschild,92 ,"Pauillac, France",1985
Chateau Mouton Rothschild,96 ,"Pauillac, France",1985
Chateau Lafite Rothschild,95 ,"Pauillac, France",1985
Chateau Latour,96 ,"Pauillac, France",1985
Chateau Pontet-Canet,95 ,"Pauillac, France",1985
Chateau Lynch-Bages,93 ,"Pauillac, France",1985
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1985
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1985
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1985
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1985
Chateau Duhart-Milon,91 ,"Pauillac, France",1985
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1985
Chateau Mouton Rothschild,96 ,"Pauillac, France",1986
Chateau Lafite Rothschild,95 ,"Pauillac, France",1986
Chateau Latour,96 ,"Pauillac, France",1986
Chateau Pontet-Canet,95 ,"Pauillac, France",1986
Chateau Lynch-Bages,93 ,"Pauillac, France",1986
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1986
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1986
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1986
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1986
Chateau Duhart-Milon,91 ,"Pauillac, France",1986
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1986
1987 Chateau Mouton Rothschild,89 ,"Pauillac, France",1987
Chateau Mouton Rothschild,96 ,"Pauillac, France",1987
Chateau Lafite Rothschild,95 ,"Pauillac, France",1987
Chateau Latour,96 ,"Pauillac, France",1987
Chateau Pontet-Canet,95 ,"Pauillac, France",1987
Chateau Lynch-Bages,93 ,"Pauillac, France",1987
Chateau Pichon Longueville Comtesse de Lalande,94 ,"Pauillac, France",1987
Chateau Pichon-Longueville au Baron de Pichon-Longueville,94 ,"Pauillac, France",1987
Chateau Grand-Puy-Lacoste,92 ,"Pauillac, France",1987
Chateau Lafite Rothschild 'Carruades de Lafite',91 ,"Pauillac, France",1987
Chateau Duhart-Milon,91 ,"Pauillac, France",1987
Baron Philippe de Rothschild Chateau d'Armailhac,91 ,"Pauillac, France",1987
1988 Chateau Mouton Rothschild,91 ,"Pauillac, France",1988
1988 Chateau Lafite Rothschild,94 ,"Pauillac, France",1988
1988 Chateau Latour,92 ,"Pauillac, France",1988
1988 Chateau Lynch-Bages,91 ,"Pauillac, France",1988
1988 Chateau Pichon Longueville Comtesse de Lalande,91 ,"Pauillac, France",1988
1988 Chateau Pichon-Longueville au Baron de Pichon-Longueville,90 ,"Pauillac, France",1988
1988 Chateau Lafite Rothschild 'Carruades de Lafite',88 ,"Pauillac, France",1988
1988 Chateau Duhart-Milon,87 ,"Pauillac, France",1988
1988 Chateau Batailley Grand Cru,87 ,"Pauillac, France",1988
1988 Chateau Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve',88 ,"Pauillac, France",1988
1988 Chateau Lynch-Moussas,80 ,"Pauillac, France",1988
1988 Chateau Haut-Batailley,86 ,"Pauillac, France",1988
1988 Chateau Grand-Puy-Lacoste 'Lacoste-Borie',0,"Pauillac, France",1988
